image_path,xmin,ymin,xmax,ymax,label
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_1200_rot246.tif,72,252,130,313,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_1200_rot246.tif,0,292,35,334,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2056_4000_rot58.tif,60,228,127,292,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2056_800_rot136.tif,264,176,336,248,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1256_0_rot16.tif,65,287,164,390,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1256_0_rot16.tif,112,231,191,306,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1256_0_rot16.tif,155,293,207,341,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1256_0_rot16.tif,295,245,378,324,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1256_0_rot16.tif,242,290,290,337,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1256_0_rot16.tif,11,226,46,261,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_456_1600_rot202.tif,107,253,198,328,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_456_1600_rot202.tif,266,118,388,239,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_456_1600_rot202.tif,21,17,234,227,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1256_2400_rot104.tif,200,45,252,93,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1256_2400_rot104.tif,258,218,299,264,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1256_2400_rot104.tif,263,2,396,188,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_2800_rot303.tif,372,210,400,272,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_2800_rot303.tif,173,340,250,400,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_2800_rot303.tif,0,210,44,281,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_0_rot228.tif,23,121,118,217,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_856_800_rot151.tif,170,0,305,80,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_856_4000_rot225.tif,382,152,400,210,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_856_4000_rot225.tif,178,182,226,231,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_856_4000_rot225.tif,90,62,148,119,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_856_4000_rot225.tif,125,22,204,102,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_456_1200_rot88.tif,12,269,76,343,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_456_1200_rot88.tif,254,303,368,399,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_456_1200_rot88.tif,134,307,175,334,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_456_1200_rot88.tif,63,347,99,394,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_4000_rot219.tif,155,371,221,400,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_4000_rot219.tif,104,61,171,127,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_4000_rot219.tif,90,11,162,82,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_4000_rot219.tif,146,0,220,28,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_4000_rot219.tif,36,94,97,155,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_3200_rot96.tif,233,0,331,95,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2456_4000_rot230.tif,302,63,364,125,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_0_rot200.tif,252,180,335,259,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_0_rot200.tif,65,222,175,331,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_0_rot200.tif,204,75,263,131,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_0_rot200.tif,1,114,51,159,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_0_rot200.tif,374,212,400,258,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_3600_rot82.tif,49,272,165,384,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2856_3600_rot82.tif,16,28,34,80,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2456_2000_rot356.tif,0,182,75,274,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2456_2000_rot356.tif,122,333,178,396,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2456_2000_rot356.tif,291,224,358,299,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2456_2000_rot356.tif,317,28,400,100,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2456_2000_rot356.tif,203,202,262,275,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2456_2000_rot356.tif,10,281,72,338,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_3600_rot337.tif,0,234,16,299,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_3600_rot337.tif,237,66,382,205,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_3600_rot337.tif,92,81,187,172,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_3600_rot337.tif,0,108,35,192,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_3600_rot337.tif,335,210,400,290,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_456_400_rot78.tif,167,48,237,122,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_400_rot233.tif,173,0,230,33,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3256_1200_rot113.tif,52,312,163,400,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3256_1200_rot113.tif,274,214,363,317,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3656_2000_rot235.tif,16,127,118,237,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3656_2000_rot235.tif,181,279,331,400,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_2056_2800_rot262.tif,379,105,400,175,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_1656_2400_rot75.tif,17,250,67,298,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3656_2800_rot329.tif,238,25,372,151,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3656_2800_rot329.tif,41,16,133,114,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3656_2800_rot329.tif,86,99,201,219,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3656_2800_rot329.tif,62,305,137,376,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3656_2800_rot329.tif,135,0,239,28,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3256_2800_rot339.tif,43,0,128,76,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3256_2800_rot339.tif,154,73,272,178,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3256_2800_rot339.tif,248,42,364,147,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3256_2800_rot339.tif,218,289,277,347,Tree
/Users/tompitts/dphil/CanopyAI/deepforest_custom/phase5_tiles/bru_tile_3256_2800_rot339.tif,0,241,12,323,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y1200_x400.png,331.8,209.1,398.4,289.2,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y1600_x0.png,212.5,105.0,263.0,153.1,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y1600_x0.png,10.9,126.2,47.5,163.2,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y2800_x400.png,288.9,367.1,331.6,399.5,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y2800_x400.png,283.0,0.0,306.8,16.3,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y2800_x400.png,187.3,308.1,212.0,331.8,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y4800_x1600.png,234.5,1.2,295.7,62.9,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y4800_x1600.png,199.3,368.7,237.5,398.7,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y5200_x1200.png,186.9,170.9,210.8,193.7,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y6800_x3200.png,192.2,3.4,267.0,63.3,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y8000_x6000.png,73.9,356.7,160.0,400.0,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y8400_x8800.png,84.3,190.7,226.2,326.1,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y8400_x8800.png,271.0,230.1,333.3,298.9,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y8800_x4400.png,0.0,144.5,39.5,191.5,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y8800_x6000.png,167.4,378.2,208.8,399.4,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y8800_x6000.png,334.2,89.1,400.0,175.5,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y8800_x6000.png,318.8,63.0,349.9,93.5,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_492000_5222000_image_y9200_x2800.png,104.5,292.2,158.6,347.8,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_494000_5220000_image_y400_x8000.png,267.9,345.0,309.8,384.6,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_494000_5220000_image_y2000_x6800.png,158.0,41.7,242.7,135.8,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_494000_5220000_image_y7200_x4000.png,296.3,84.8,339.8,125.5,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/DCFS_2019_WOOD_3_494000_5220000_image_y8400_x3600.png,311.9,293.4,384.4,367.0,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y400_x4000.png,347.8,190.0,384.9,222.8,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y2000_x3600.png,13.8,182.6,130.1,296.5,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y2400_x9200.png,137.5,347.1,194.6,398.8,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y2400_x9200.png,228.9,235.1,262.8,270.7,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y3200_x1600.png,257.4,368.0,307.9,399.4,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y3200_x1600.png,309.7,363.8,347.7,399.3,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y4800_x3200.png,367.7,96.9,400.0,152.8,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y4800_x3200.png,388.9,364.0,399.9,389.4,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y4800_x4800.png,323.2,365.6,353.7,395.5,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y4800_x5600.png,102.2,34.3,149.4,84.1,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y4800_x5600.png,258.4,0.0,328.8,27.7,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y5200_x2400.png,266.5,339.1,327.8,391.3,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y5200_x3600.png,190.7,30.6,233.7,69.9,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y5200_x3600.png,361.4,70.2,400.0,124.3,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y5200_x7600.png,174.2,192.3,212.3,230.4,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y5600_x5200.png,106.2,183.0,182.2,254.2,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y5600_x5200.png,110.9,341.4,149.7,370.5,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y5600_x5200.png,127.3,160.8,160.5,189.7,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y5600_x5600.png,343.4,325.3,374.2,358.2,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y6000_x1600.png,247.3,143.3,354.2,236.2,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y6000_x1600.png,2.3,185.6,113.3,298.4,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y6000_x1600.png,82.4,150.0,139.6,201.4,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y6000_x1600.png,272.3,0.7,318.2,44.6,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_494000_3905000_image_y6000_x1600.png,253.8,62.4,339.4,137.7,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y0_x6800.png,202.6,254.6,242.3,295.5,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y400_x2800.png,307.5,374.2,352.7,400.0,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y400_x2800.png,232.0,335.9,261.7,360.9,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y400_x2800.png,377.5,337.7,400.0,379.1,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y400_x5200.png,349.3,69.6,380.4,98.3,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y400_x5200.png,44.7,26.1,82.7,60.3,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y400_x5200.png,15.5,0.3,51.5,22.6,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y400_x5200.png,355.0,23.3,386.3,56.8,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y400_x5200.png,57.1,0.2,98.1,19.1,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y800_x4800.png,27.5,182.9,68.9,227.8,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y800_x4800.png,70.4,164.2,99.7,188.6,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y800_x4800.png,45.8,0.2,98.0,36.4,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y800_x4800.png,0.4,369.1,22.8,397.5,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y800_x4800.png,0.0,347.2,7.8,372.1,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y1200_x2000.png,7.5,316.1,61.9,370.6,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y1200_x2000.png,96.1,352.7,161.8,400.0,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y1200_x2000.png,52.4,364.6,93.9,399.3,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y1600_x4000.png,210.6,122.7,251.7,159.3,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y2000_x4800.png,0.2,351.8,34.8,388.5,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y2400_x4400.png,57.8,171.7,118.9,227.6,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y6000_x7600.png,183.0,143.6,207.1,164.1,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y6400_x8000.png,370.2,368.1,398.8,398.1,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y6400_x8000.png,231.3,120.5,275.4,163.6,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y7600_x4000.png,273.4,363.8,321.2,399.7,Tree
/Users/tompitts/dphil/CanopyAI/neon_sparse_annotations/crops/OAES_2021_OAES_5_496000_3906000_image_y7600_x4000.png,77.2,287.8,109.3,314.5,Tree
