image_path,xmin,ymin,xmax,ymax,label
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_0.tif,1057,1564,1133,1634,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_0.tif,1114,1507,1176,1600,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_0.tif,1218,1011,1277,1068,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_0.tif,1366,945,1397,978,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_0.tif,1518,1005,1540,1030,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_0.tif,249,134,315,184,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_0.tif,1486,1010,1504,1033,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_0.tif,402,138,457,180,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_0.tif,45,785,71,812,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_0.tif,0,1712,85,1819,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,271,79,413,253,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,955,199,1126,359,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,297,390,383,467,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,306,510,391,598,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,576,757,670,859,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,395,802,474,904,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,643,1123,741,1217,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,810,1114,950,1241,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,1172,1027,1287,1132,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,950,858,1055,965,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,819,777,907,874,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,1342,1318,1418,1405,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,1512,1463,1590,1544,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,1487,1386,1589,1469,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,1022,1447,1112,1551,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,1076,1662,1136,1721,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,1142,1744,1199,1805,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,1059,1782,1152,1864,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,970,1785,1037,1856,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,854,1773,928,1842,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,946,1652,1041,1766,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,973,1590,1074,1704,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,717,1502,821,1590,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,681,1733,761,1835,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,572,1954,657,2047,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,158,1383,305,1523,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,403,1292,498,1389,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,79,1851,176,1962,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,227,1816,334,1931,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,5,1988,96,2047,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,93,2027,122,2047,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,482,1743,543,1809,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,133,1301,153,1324,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,160,624,263,750,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,130,302,232,420,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,0,303,32,415,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,37,480,121,554,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,32,408,141,503,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,9,478,47,523,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,410,1832,580,1973,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,0,1762,143,1926,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,350,1027,528,1244,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/archive_raw_test/tcd_tile_1.tif,2010,1123,2047,1195,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,238,988,1613,1773,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,521,977,564,1018,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,0,1073,134,1295,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,0,831,120,1075,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,386,499,458,652,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1764,953,1846,1059,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1656,997,1694,1042,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1633,1639,1799,1877,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1798,1646,1866,1717,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1799,1706,1861,1772,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1816,1769,1864,1849,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1823,1856,1883,1916,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1786,1922,1910,2037,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1499,1746,1573,1839,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1505,1859,1632,1947,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1506,1580,1645,1738,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1458,1951,1557,2047,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1727,1463,1893,1585,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1780,1575,1827,1639,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1744,1577,1782,1612,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,570,1772,725,1995,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,862,1720,980,1855,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,702,1995,842,2047,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,862,1966,902,2016,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,822,1961,850,1989,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,910,1902,964,1958,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,730,1776,867,1987,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1049,1682,1215,1862,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1097,1878,1156,1938,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1018,1920,1034,1934,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,977,1945,990,1961,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,978,1925,988,1935,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1057,1564,1133,1634,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1114,1507,1176,1600,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1218,1011,1277,1068,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1366,945,1397,978,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1518,1005,1540,1030,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,249,134,315,184,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,1486,1010,1504,1033,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,402,138,457,180,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,45,785,71,812,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_0.tif,0,1712,85,1819,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1925,1774,1992,1847,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1236,1874,1335,1959,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,951,1612,994,1645,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,48,1708,99,1747,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1659,1248,1744,1326,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1822,1052,1864,1097,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1775,1017,1808,1052,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,734,1448,765,1469,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,683,1414,730,1458,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1808,1519,1853,1566,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,930,260,1023,364,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1273,297,1322,342,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,886,121,1003,219,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,0,150,93,263,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,267,277,349,356,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,3,0,63,20,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,665,266,813,400,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,772,482,913,646,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1116,291,1187,355,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1120,203,1266,376,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,432,0,591,99,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1751,175,1845,283,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1591,198,1694,305,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1654,181,1759,311,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1560,96,1575,112,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1570,81,1591,105,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1080,0,1158,48,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1059,0,1090,14,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1288,0,1329,22,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1431,172,1593,336,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1909,439,1937,469,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,1636,1131,1659,1169,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,167,290,277,374,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_10.tif,364,395,376,407,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,2019,618,2037,632,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,2027,629,2037,640,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,2020,631,2027,641,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,2004,669,2047,732,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1966,635,2015,690,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1895,588,1963,659,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1839,551,1912,611,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1779,496,1853,581,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1723,466,1796,534,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1691,447,1731,479,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1632,386,1714,468,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1558,337,1625,395,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1539,255,1563,276,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1492,284,1510,301,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1444,237,1479,268,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1763,32,1793,61,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1695,1718,1727,1758,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1523,1543,1563,1581,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1399,1554,1444,1586,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1479,1571,1523,1613,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1716,1409,1755,1454,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1760,1404,1800,1446,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1973,1383,2023,1442,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,2007,1271,2035,1301,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1989,1294,2023,1331,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1949,1272,1994,1318,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1895,1228,1926,1268,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1910,1189,1952,1231,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1886,1130,1945,1180,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1871,1164,1916,1217,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1860,1206,1896,1237,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1843,1224,1887,1258,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1840,1247,1873,1285,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1815,1284,1849,1329,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1833,1350,1870,1395,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1776,1359,1819,1403,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1649,1373,1689,1418,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1660,1346,1709,1393,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1995,1130,2028,1163,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1973,1155,2013,1193,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1960,1177,1985,1206,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,2015,1137,2047,1207,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,2001,1173,2038,1207,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1998,1202,2033,1228,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1989,1217,2026,1246,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1971,1233,2022,1279,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1915,1359,1949,1398,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1773,1300,1808,1339,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1830,1199,1865,1230,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1796,1180,1834,1213,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1758,1162,1792,1190,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1738,1180,1792,1235,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1723,1234,1762,1274,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1712,1260,1749,1295,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1799,1240,1841,1282,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1812,1109,1872,1168,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1607,1140,1649,1181,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1351,1060,1390,1094,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1603,1627,1643,1656,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1514,1507,1540,1545,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1667,326,1761,422,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1717,369,1788,453,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1751,393,1853,495,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1461,325,1485,343,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1842,100,1882,142,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1724,67,1753,91,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1742,52,1765,74,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1901,1022,1950,1071,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1893,1057,1936,1091,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1933,1029,1999,1091,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1911,1078,1960,1135,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1938,1328,1961,1348,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1945,1085,2009,1156,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1923,1339,1962,1377,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,2025,1613,2047,1664,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1491,1442,1543,1492,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1486,1477,1517,1506,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1795,917,1889,995,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1466,1495,1516,1567,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1747,888,1810,935,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1775,1002,1836,1065,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1741,857,1784,893,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1700,1103,1745,1150,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1729,1035,1786,1092,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1682,991,1729,1029,Tree
/Users/tompitts/dphil/canopyAI/data/tcd/raw/tcd_tile_11.tif,1694,1052,1727,1094,Tree
